reel_url,account,views,likes,comments,hook_score,story_score,cta_score,visual_score,audio_score,cta_type,framework_name,visual_style,proof_before_10s,hook_score_confidence,story_score_confidence,cta_score_confidence,visual_score_confidence,audio_score_confidence,ok,error,caption
https://www.instagram.com/reel/Dc_wOZ0PpDY/,nicktarmo,31.3K,,,0.0,0.01,0.0,0.11,0.0,none,other,other,0.29,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/DdXbAVhxPDs/,nicktarmo,17.4K,,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.28,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/DJZn-oePU_i/,allenvert,4.7M,,,0.0,0.01,0.0,0.6,0.0,none,other,other,0.34,1.0,0.99,1.0,0.6,1.0,True,,
https://www.instagram.com/reel/C2i6mIYraq-/,allenvert,10.6M,324K,"1,225",3.29,1.23,0.24,2.14,0.01,none,myth_bust,talking_head,0.31,0.5,0.59,0.84,0.0,1.0,True,,It’s a tough market out here 😩😭 Just for entertainment purposes only! CS majors you will be fine 😊 #computerscience #csmajor #career #techjobs #newgrad
https://www.instagram.com/reel/Dc2c44ZIKXg/,allenvert,252K,,,0.0,0.01,0.0,0.15,0.0,none,other,other,0.32,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/reel/C9Kzq1NprhI/,allenvert,3.2M,,,0.0,0.01,0.0,0.61,0.01,none,other,other,0.36,1.0,0.99,1.0,0.59,1.0,True,,
https://www.instagram.com/reel/Dcz0uy8oyI0/,allenvert,150K,,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.31,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/Dcu8GSgI_nj/,allenvert,1M,,,0.0,0.01,0.0,0.62,0.01,none,other,other,0.36,1.0,0.99,1.0,0.59,1.0,True,,
https://www.instagram.com/reel/DdCg4z8ysy7/,allenvert,87.9K,,,0.0,0.01,0.0,0.11,0.0,none,other,other,0.29,1.0,1.0,1.0,0.92,1.0,True,,
https://www.instagram.com/reel/DdVkS_rIhRG/,allenvert,67.9K,,,0.0,0.01,0.0,0.07,0.0,none,other,other,0.3,1.0,1.0,1.0,0.95,1.0,True,,
https://www.instagram.com/reel/DdGPEJQoA7G/,allenvert,36.3K,,,0.0,0.01,0.0,0.1,0.0,none,other,other,0.3,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/Dc_tVJWIBCI/,allenvert,48.6K,,,0.0,0.01,0.0,0.09,0.0,none,other,other,0.31,1.0,1.0,1.0,0.94,1.0,True,,
https://www.instagram.com/reel/DdAsg2FIAU2/,allenvert,35.1K,,,0.0,0.01,0.0,0.18,0.0,none,other,other,0.29,1.0,1.0,1.0,0.88,1.0,True,,
https://www.instagram.com/reel/DdavhjrIFQV/,allenvert,14.5K,,,0.0,0.0,0.0,0.06,0.0,none,other,other,0.24,1.0,1.0,1.0,0.96,1.0,True,,
https://www.instagram.com/reel/Dc6FyE0xE6c/,minolee.mp4,2.1M,25.1K,225,3.45,0.57,3.47,2.43,0.0,soft,other,other,0.33,0.53,0.62,0.51,0.0,1.0,True,,Put us in the Olympia.
https://www.instagram.com/reel/C8QFlapP9YW/,minolee.mp4,1.2M,,,0.0,0.02,0.0,0.96,0.0,none,other,other,0.33,1.0,0.98,1.0,0.36,1.0,True,,
https://www.instagram.com/reel/C23BpgAvnSH/,minolee.mp4,616K,,,0.01,0.02,0.0,0.85,0.0,none,other,other,0.34,1.0,0.99,1.0,0.43,1.0,True,,
https://www.instagram.com/reel/C1kzUmsRcEl/,minolee.mp4,642K,,,0.01,0.02,0.0,0.84,0.0,none,other,other,0.33,1.0,0.99,1.0,0.44,1.0,True,,
https://www.instagram.com/reel/DcwLY67stXr/,minolee.mp4,321K,,,0.0,0.01,0.0,0.25,0.0,none,other,other,0.31,1.0,0.99,1.0,0.83,1.0,True,,
https://www.instagram.com/reel/Dcy05J2Bypm/,minolee.mp4,268K,,,0.0,0.01,0.0,0.32,0.0,none,other,other,0.31,1.0,0.99,1.0,0.79,1.0,True,,
https://www.instagram.com/reel/DdNjyZRog1k/,minolee.mp4,218K,,,0.0,0.01,0.0,0.24,0.0,none,other,other,0.31,1.0,1.0,1.0,0.84,1.0,True,,
https://www.instagram.com/reel/Dc13hjNh-W4/,minolee.mp4,54.3K,,,0.0,0.01,0.0,0.21,0.0,none,other,other,0.3,1.0,0.99,1.0,0.86,1.0,True,,
https://www.instagram.com/reel/DdCMWoqORW8/,minolee.mp4,83.3K,,,0.0,0.01,0.0,0.21,0.0,none,other,other,0.28,1.0,0.99,1.0,0.86,1.0,True,,
https://www.instagram.com/reel/DdFOsF9sRQS/,minolee.mp4,68.8K,,,0.0,0.01,0.0,0.23,0.0,none,other,other,0.29,1.0,1.0,1.0,0.85,1.0,True,,
https://www.instagram.com/reel/Dc_3rqZMDd3/,minolee.mp4,29.8K,,,0.0,0.01,0.0,0.08,0.0,none,other,other,0.26,1.0,1.0,1.0,0.95,1.0,True,,
https://www.instagram.com/reel/DcwIaaduu99/,minolee.mp4,47.8K,,,0.0,0.01,0.0,0.19,0.0,none,other,other,0.28,1.0,1.0,1.0,0.87,1.0,True,,
https://www.instagram.com/reel/DcStJVbzhxI/,tahlia.kennedy,64.7K,,,0.0,0.01,0.0,0.77,0.0,none,other,other,0.32,1.0,0.99,1.0,0.48,1.0,True,,
https://www.instagram.com/reel/DdN5_Lfz0Oi/,tahlia.kennedy,75.1K,"2,069",29,1.6,0.65,0.05,1.58,0.0,none,other,other,0.3,0.61,0.65,0.96,0.0,1.0,True,,Appreciation post for the one & only @lulu.ghattas 💌
https://www.instagram.com/reel/DciQV9nz9Kd/,tahlia.kennedy,58.1K,,,0.0,0.01,0.0,0.68,0.0,none,other,other,0.31,1.0,0.99,1.0,0.55,1.0,True,,
https://www.instagram.com/reel/Dc4YyypTrdj/,tahlia.kennedy,59.3K,,,0.0,0.01,0.0,0.59,0.0,none,other,other,0.31,1.0,0.99,1.0,0.61,1.0,True,,
https://www.instagram.com/reel/DdGeQBOTVpr/,tahlia.kennedy,56.1K,,,0.0,0.0,0.0,0.16,0.0,none,other,other,0.29,1.0,1.0,1.0,0.89,1.0,True,,
https://www.instagram.com/reel/DcQShw_T31J/,tahlia.kennedy,51.9K,,,0.0,0.01,0.0,0.21,0.0,none,other,other,0.29,1.0,1.0,1.0,0.86,1.0,True,,
https://www.instagram.com/reel/DdYah26T0bI/,tahlia.kennedy,49.6K,,,0.0,0.0,0.0,0.18,0.0,none,other,other,0.28,1.0,1.0,1.0,0.88,1.0,True,,
https://www.instagram.com/reel/DcfepCsxZSE/,tahlia.kennedy,42.3K,,,0.0,0.0,0.0,0.14,0.0,none,other,other,0.28,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/DcamuJYz8Sp/,tahlia.kennedy,35.5K,,,0.0,0.01,0.0,0.17,0.0,none,other,other,0.28,1.0,1.0,1.0,0.88,1.0,True,,
https://www.instagram.com/reel/Dc-tQ18T6qy/,tahlia.kennedy,35K,,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.29,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/Dcx6N-cz9K5/,tahlia.kennedy,33.4K,,,0.0,0.01,0.0,0.1,0.0,none,other,other,0.29,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/DWnRsi6DJW0/,jimruitang,625K,"8,746",129,2.63,1.07,0.04,1.78,0.0,none,other,other,0.44,0.43,0.7,0.98,0.34,1.0,True,,Catch me eating blueberries on the 9th floor
https://www.instagram.com/reel/Dc0tGJcstbm/,tahlia.kennedy,23.4K,,,0.0,0.01,0.0,0.11,0.0,none,other,other,0.26,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/DUCeuvSDPyN/,jimruitang,392K,,,0.0,0.01,0.0,0.68,0.0,none,other,other,0.34,1.0,0.99,1.0,0.55,1.0,True,,
https://www.instagram.com/reel/DUM13P0jLSg/,jimruitang,267K,,,0.01,0.02,0.0,0.61,0.0,none,other,other,0.35,1.0,0.99,1.0,0.59,1.0,True,,
https://www.instagram.com/reel/DUemn4ajKgb/,jimruitang,139K,,,0.0,0.01,0.0,0.69,0.0,none,other,other,0.33,1.0,0.99,1.0,0.54,1.0,True,,
https://www.instagram.com/reel/DT1gLQrDDxR/,jimruitang,138K,,,0.0,0.01,0.0,0.15,0.0,none,other,other,0.29,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/reel/DTynUsFj_jJ/,jimruitang,111K,,,0.0,0.01,0.0,0.14,0.0,none,other,other,0.29,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/DUGyBjjjw5j/,jimruitang,69.8K,,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.29,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/DUEFmLQDNoX/,jimruitang,51.5K,,,0.0,0.0,0.0,0.11,0.0,none,other,other,0.28,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/DUPDPfWjL8L/,jimruitang,48.8K,,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.28,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/DT-xEgZjBCG/,jimruitang,41.4K,,,0.0,0.0,0.0,0.08,0.0,none,other,other,0.29,1.0,1.0,1.0,0.95,1.0,True,,
https://www.instagram.com/reel/DUMCXdQD-Tt/,jimruitang,39.7K,,,0.0,0.0,0.0,0.08,0.0,none,other,other,0.29,1.0,1.0,1.0,0.94,1.0,True,,
https://www.instagram.com/reel/DUHuWpgjFCW/,jimruitang,33.6K,,,0.0,0.01,0.0,0.04,0.0,none,other,other,0.26,1.0,1.0,1.0,0.98,1.0,True,,
https://www.instagram.com/reel/Da1JzO5K8om/,byjackprice,6.4M,,107,3.8,1.62,4.53,2.31,0.01,comment_magnet,demo,split_screen,0.27,0.76,0.39,0.69,0.0,1.0,True,,Building the same app with Grok 4.5 and Opus 4.8. Comment “Cursor” and I’ll DM you a link to get 50% off your first month of Cursor and doubling the Grok 4.5 usage for the first week. #cursorpartner #coding
https://www.instagram.com/reel/DZoREIHtMjL/,byjackprice,1M,,,0.01,0.01,0.0,0.71,0.0,none,other,other,0.36,1.0,0.99,1.0,0.52,1.0,True,,
https://www.instagram.com/reel/DbR5X7-Nc_G/,byjackprice,200K,,,0.0,0.01,0.0,0.77,0.0,none,other,other,0.33,1.0,0.99,1.0,0.49,1.0,True,,
https://www.instagram.com/reel/DZjXnjSthZw/,byjackprice,758K,,,0.01,0.01,0.0,0.45,0.0,none,other,other,0.37,1.0,0.99,1.0,0.7,1.0,True,,
https://www.instagram.com/reel/DaHjA4qNffS/,byjackprice,66.5K,,,0.0,0.01,0.0,0.1,0.0,none,other,other,0.31,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/DaemT7ntYNN/,byjackprice,51.3K,,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.3,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/Db9riOLN8CA/,byjackprice,48.1K,,,0.0,0.0,0.0,0.14,0.0,none,other,other,0.29,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/reel/DcK0C44tjkq/,byjackprice,44.3K,,,0.0,0.01,0.0,0.09,0.0,none,other,other,0.3,1.0,1.0,1.0,0.94,1.0,True,,
https://www.instagram.com/reel/DcFUHwiNE2i/,byjackprice,35.8K,,,0.0,0.0,0.0,0.09,0.0,none,other,other,0.32,1.0,1.0,1.0,0.94,1.0,True,,
https://www.instagram.com/reel/DZdNpuSqU-j/,byjackprice,21.4K,,,0.0,0.0,0.0,0.15,0.0,none,other,other,0.31,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/reel/Dbe14gANtbB/,byjackprice,30K,,,0.0,0.01,0.0,0.1,0.0,none,other,other,0.31,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/Dc5BQkgh2fg/,byjackprice,"9,834",,,0.0,0.0,0.0,0.07,0.0,none,other,other,0.26,1.0,1.0,1.0,0.96,1.0,True,,
https://www.instagram.com/reel/DdFejTcMKub/,genzbestie,180K,10.4K,155,3.5,1.38,4.0,2.08,0.01,comment_magnet,other,other,0.19,0.64,0.53,0.91,0.0,1.0,True,,"Posts like this always make me wonder what the researchers closest to model development are seeing that we don’t… if you want to see the original tweet, comment “post” and I’ll send it over"
https://www.instagram.com/reel/DdNuhmet6vh/,genzbestie,122K,,,0.01,0.02,0.0,0.71,0.01,none,other,other,0.34,1.0,0.99,1.0,0.53,1.0,True,,
https://www.instagram.com/reel/DdaOBvhiDwK/,genzbestie,46.8K,,,0.0,0.01,0.0,0.71,0.0,none,other,other,0.33,1.0,0.99,1.0,0.52,1.0,True,,
https://www.instagram.com/reel/DdAoopgMnH8/,genzbestie,37.2K,,,0.0,0.01,0.0,0.77,0.0,none,other,other,0.35,1.0,0.99,1.0,0.49,1.0,True,,
https://www.instagram.com/reel/DdTr3DcMZGA/,genzbestie,32.9K,,,0.0,0.01,0.0,0.11,0.0,none,other,other,0.31,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/Dc7R5T0tKIN/,genzbestie,31.8K,,,0.0,0.01,0.0,0.08,0.0,none,other,other,0.3,1.0,1.0,1.0,0.95,1.0,True,,
https://www.instagram.com/reel/Dc4mViONO7g/,genzbestie,20.6K,,,0.0,0.01,0.0,0.15,0.0,none,other,other,0.3,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/reel/DdJ0uoAsfsr/,genzbestie,19.5K,,,0.0,0.01,0.0,0.14,0.0,none,other,other,0.29,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/reel/Dco4Mmohxhv/,genzbestie,20.6K,,,0.0,0.01,0.0,0.11,0.0,none,other,other,0.3,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/DckhUeBNl7r/,genzbestie,"9,338",,,0.0,0.01,0.0,0.2,0.0,none,other,other,0.3,1.0,0.99,1.0,0.87,1.0,True,,
https://www.instagram.com/reel/DdT42OeMFVA/,genzbestie,"9,289",,,0.0,0.01,0.0,0.16,0.0,none,other,other,0.29,1.0,1.0,1.0,0.89,1.0,True,,
https://www.instagram.com/reel/DdWe1hvxvRU/,genzbestie,"6,483",,,0.0,0.0,0.0,0.1,0.0,none,other,other,0.26,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/reel/DZU1D_8OI62/,kallawaymarketing,801K,27.9K,26.6K,4.14,2.46,1.18,2.74,0.0,none,demo,vo_broll,0.41,0.81,0.4,0.21,0.06,1.0,True,,"This is how you turn Claude into a social media machine. Most people don’t know this… you can type “/analyze” in Claude, paste in any video link and get a full analysis."
https://www.instagram.com/reel/DaiCxAkOpNb/,kallawaymarketing,795K,,,0.01,0.02,0.0,1.05,0.0,none,other,other,0.34,1.0,0.99,1.0,0.3,1.0,True,,
https://www.instagram.com/reel/DdEPZQSOsx2/,kallawaymarketing,308K,,,0.01,0.01,0.0,0.89,0.01,none,other,other,0.35,1.0,0.99,1.0,0.41,1.0,True,,
https://www.instagram.com/reel/DY2BBsIuFcC/,kallawaymarketing,337K,,,0.01,0.01,0.0,0.82,0.0,none,other,other,0.33,1.0,0.99,1.0,0.45,1.0,True,,
https://www.instagram.com/reel/DdJW4CIOK6H/,kallawaymarketing,35K,,,0.0,0.01,0.0,0.18,0.0,none,other,other,0.29,1.0,1.0,1.0,0.88,1.0,True,,
https://www.instagram.com/reel/DdMA5K0uz5J/,kallawaymarketing,35.8K,,,0.0,0.01,0.0,0.16,0.0,none,other,other,0.28,1.0,1.0,1.0,0.89,1.0,True,,
https://www.instagram.com/reel/DdOu2UguHRg/,kallawaymarketing,34.5K,,,0.0,0.01,0.0,0.12,0.0,none,other,other,0.28,1.0,1.0,1.0,0.92,1.0,True,,
https://www.instagram.com/reel/DdWO_seOdTU/,kallawaymarketing,28K,,,0.0,0.01,0.0,0.17,0.0,none,other,other,0.29,1.0,1.0,1.0,0.89,1.0,True,,
https://www.instagram.com/reel/DdYzoqNuYFS/,kallawaymarketing,20.2K,,,0.0,0.01,0.0,0.26,0.0,none,other,other,0.29,1.0,1.0,1.0,0.83,1.0,True,,
https://www.instagram.com/reel/DdTxT7huFrD/,kallawaymarketing,19.9K,,,0.0,0.0,0.0,0.17,0.0,none,other,other,0.28,1.0,1.0,1.0,0.88,1.0,True,,
https://www.instagram.com/reel/DdG4Ij3uau-/,kallawaymarketing,19.5K,,,0.0,0.0,0.0,0.13,0.0,none,other,other,0.28,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/reel/Ddbf_CmuR_Y/,kallawaymarketing,13K,,,0.0,0.01,0.0,0.11,0.0,none,other,other,0.26,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/ddennishan/reel/DYITyvTx_oc/,ddennishan,2.1M,192.6K,508,4.09,1.88,0.7,2.9,1.07,none,other,other,0.46,0.72,0.24,0.54,0.04,0.51,True,,i think u have to call me father now; congratulations gabrielle.bacc and @theo.martin
https://www.instagram.com/ddennishan/reel/DWLCGhcuAW9/,ddennishan,1M,,,0.0,0.02,0.0,0.75,0.01,none,other,other,0.34,1.0,0.99,1.0,0.5,1.0,True,,
https://www.instagram.com/ddennishan/reel/DSZaoArjgbH/,ddennishan,608K,,,0.01,0.01,0.0,0.61,0.0,none,other,other,0.32,1.0,1.0,1.0,0.6,1.0,True,,
https://www.instagram.com/ddennishan/reel/DU_bNgVkfsB/,ddennishan,713K,,,0.0,0.01,0.0,0.76,0.0,none,other,other,0.34,1.0,0.99,1.0,0.49,1.0,True,,
https://www.instagram.com/ddennishan/reel/DY4JaZWxUXP/,ddennishan,115K,,,0.0,0.01,0.0,0.17,0.0,none,other,other,0.29,1.0,1.0,1.0,0.88,1.0,True,,
https://www.instagram.com/ddennishan/reel/DObix2qkc42/,ddennishan,358K,,,0.0,0.01,0.0,0.15,0.0,none,other,other,0.32,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/ddennishan/reel/DJLDEOEs6va/,ddennishan,104K,,,0.0,0.0,0.0,0.15,0.0,none,other,other,0.3,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/ddennishan/reel/DTkCjIujsYm/,ddennishan,103K,,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.31,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/ddennishan/reel/DP7ljv2kTVG/,ddennishan,102K,,,0.0,0.01,0.0,0.19,0.0,none,other,other,0.33,1.0,1.0,1.0,0.87,1.0,True,,
https://www.instagram.com/ddennishan/reel/DM88xoKst9A/,ddennishan,74.2K,,,0.0,0.0,0.0,0.14,0.0,none,other,other,0.29,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/ddennishan/reel/DcT5uGbRk0K/,ddennishan,19.6K,,,0.0,0.01,0.0,0.11,0.0,none,other,other,0.25,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/ddennishan/reel/DcWWgfFRZ6Z/,ddennishan,63.4K,,,0.0,0.01,0.0,0.12,0.0,none,other,other,0.28,1.0,1.0,1.0,0.92,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DUV9gS3Edf7/,_juliaincitti,888K,43.2K,205,3.15,1.91,0.33,1.91,1.1,none,other,talking_head,0.31,0.41,0.52,0.78,0.07,0.26,True,,I’m not selling a product through ig rn. My funnel is mainly LinkedIn. ... Solution is to balance growing and nurturing content more evenly (1/1 ratio).
https://www.instagram.com/_juliaincitti/reel/DTfx300DJbN/,_juliaincitti,80K,,,0.0,0.01,0.0,0.61,0.0,none,other,other,0.32,1.0,0.99,1.0,0.59,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DVMG08Al73D/,_juliaincitti,"6,520",,,0.0,0.01,0.0,0.67,0.0,none,other,other,0.32,1.0,0.99,1.0,0.56,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DXHZurwiQyq/,_juliaincitti,"5,210",,,0.0,0.01,0.0,0.57,0.0,none,other,other,0.31,1.0,0.99,1.0,0.62,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DWmImy9j9Ez/,_juliaincitti,"4,995",,,0.0,0.01,0.0,0.13,0.0,none,other,other,0.28,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DXb3VJTDPsk/,_juliaincitti,"4,191",,,0.0,0.01,0.0,0.14,0.0,none,other,other,0.27,1.0,1.0,1.0,0.91,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DWWm45QDzur/,_juliaincitti,"4,267",,,0.0,0.01,0.0,0.07,0.0,none,other,other,0.27,1.0,0.99,1.0,0.95,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DU54O3slzbt/,_juliaincitti,"3,932",,,0.0,0.01,0.0,0.09,0.0,none,other,other,0.27,1.0,1.0,1.0,0.94,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DXMgxr6mq0C/,_juliaincitti,"3,685",,,0.0,0.01,0.0,0.1,0.0,none,other,other,0.27,1.0,0.99,1.0,0.93,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DW1bLBAjXIb/,_juliaincitti,"3,213",,,0.0,0.01,0.0,0.08,0.0,none,other,other,0.28,1.0,1.0,1.0,0.95,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DVg8LMOgZfD/,_juliaincitti,"2,563",,,0.0,0.01,0.0,0.04,0.0,none,other,other,0.25,1.0,1.0,1.0,0.97,1.0,True,,
https://www.instagram.com/_juliaincitti/reel/DWB7vmogF3l/,_juliaincitti,"2,807",,,0.0,0.01,0.0,0.12,0.0,none,other,other,0.29,1.0,0.99,1.0,0.92,1.0,True,,
https://www.instagram.com/nanadelrey/reel/Dc1xOvvKlWg/,nanadelrey,207K,18.8K,140,3.12,1.4,3.89,2.2,3.69,comment_magnet,other,text_heavy,0.28,0.56,0.45,0.88,0.15,0.7,True,,if you’re happy then you’re able to celebrate your friends wins + ambitions and not feel jealous or threatened by them... comment “kynn” to join the list to hear about our next event
https://www.instagram.com/nanadelrey/reel/DcbZa5nA8Lt/,nanadelrey,181K,,,0.0,0.01,0.0,0.62,0.0,none,other,other,0.33,1.0,0.99,1.0,0.59,1.0,True,,
https://www.instagram.com/nanadelrey/reel/DcgJSbLg103/,nanadelrey,127K,,,0.0,0.01,0.0,0.69,0.0,none,other,other,0.33,1.0,0.99,1.0,0.54,1.0,True,,
https://www.instagram.com/nanadelrey/reel/DdEAiGgOyXN/,nanadelrey,88.1K,,,0.0,0.01,0.0,0.5,0.0,none,other,other,0.32,1.0,0.99,1.0,0.67,1.0,True,,
https://www.instagram.com/nanadelrey/reel/Dc__WV0qO58/,nanadelrey,40.2K,,,0.0,0.01,0.0,0.12,0.0,none,other,other,0.28,1.0,1.0,1.0,0.92,1.0,True,,
https://www.instagram.com/nanadelrey/reel/DcRGOAZgxQZ/,nanadelrey,43K,,,0.0,0.0,0.0,0.08,0.0,none,other,other,0.28,1.0,1.0,1.0,0.95,1.0,True,,
https://www.instagram.com/nanadelrey/reel/Dcyoe9-BTOg/,nanadelrey,38.7K,,,0.0,0.01,0.0,0.09,0.0,none,other,other,0.27,1.0,1.0,1.0,0.94,1.0,True,,
https://www.instagram.com/nanadelrey/reel/Dc3oWTXgyA2/,nanadelrey,26K,,,0.0,0.01,0.0,0.1,0.0,none,other,other,0.29,1.0,1.0,1.0,0.93,1.0,True,,
https://www.instagram.com/nanadelrey/reel/DcmMzbzS_JW/,nanadelrey,22.4K,,,0.0,0.01,0.0,0.15,0.0,none,other,other,0.27,1.0,1.0,1.0,0.9,1.0,True,,
https://www.instagram.com/nanadelrey/reel/DcOWdvPAA5B/,nanadelrey,24.1K,,,0.0,0.0,0.0,0.1,0.0,none,other,other,0.28,1.0,1.0,1.0,0.94,1.0,True,,
https://www.instagram.com/nanadelrey/reel/DdQ4_IkOCCm/,nanadelrey,18.9K,,,0.0,0.01,0.0,0.18,0.0,none,other,other,0.28,1.0,1.0,1.0,0.88,1.0,True,,
https://www.instagram.com/nanadelrey/reel/DdYnjVouJWu/,nanadelrey,12.9K,,,0.0,0.01,0.0,0.07,0.0,none,other,other,0.24,1.0,1.0,1.0,0.96,1.0,True,,
https://www.instagram.com/rem.archivess/reel/DFfqDvqRERU/,rem.archivess,344K,,,0.0,0.01,0.0,0.43,0.0,none,other,other,0.33,1.0,0.99,1.0,0.71,1.0,True,,
https://www.instagram.com/rem.archivess/reel/DAM4isYR4lA/,rem.archivess,1M,88.9K,972,0.0,0.02,0.0,0.4,0.7,none,other,other,0.28,1.0,0.99,1.0,0.73,0.53,True,,
https://www.instagram.com/rem.archivess/reel/DcTow0QhSrF/,rem.archivess,112K,,,0.0,0.01,0.0,0.54,0.0,none,other,other,0.32,1.0,0.99,1.0,0.64,1.0,True,,
https://www.instagram.com/rem.archivess/reel/DBeOGBER_1D/,rem.archivess,749K,,,0.0,0.01,0.0,0.8,0.0,none,other,other,0.31,1.0,0.99,1.0,0.47,1.0,True,,
